"strings","oPE","freq","Npix","CN","OLD20"
"Eimer",420,2.46834733,6313.36078431373,3,1.75
"Stirn",412,2.462397998,6373.67843137255,2,1.85
"Gerne",360,2.462397998,6327.47450980392,6,1.6
"Ellen",417,2.462397998,6341.63921568627,7,1.55
"Senat",347,2.456366033,6320.38431372549,1,1.9
"Mafia",435,2.456366033,6315.74509803922,1,1.95
"Indem",461,2.45484486,6284.66666666667,4,1.8
"Señor",368,2.45331834,6310.64705882353,0,2.3
"Denke",364,2.45331834,6283.33333333333,8,1.45
"Erden",375,2.44870632,6285.85882352941,6,1.6
"Wände",387,2.447158031,6248.03921568627,7,1.6
"Eurem",391,2.447158031,6292.45882352941,5,1.7
"Zeile",412,2.445604203,6376.57647058824,18,1
"Etage",388,2.445604203,6271.30196078431,0,1.85
"öffne",466,2.442479769,6327.05490196078,1,2
"Mache",380,2.442479769,6277.1137254902,14,1
"Atmen",436,2.440909082,6284.92156862745,5,1.55
"Ladys",455,2.439332694,6297.09803921569,0,1.95
"Datum",409,2.437750563,6291.16078431373,1,1.9
"Wölfe",450,2.432969291,6311.23529411765,0,1.95
"Narbe",364,2.431363764,6282.96470588235,2,1.85
"Front",386,2.42975228,6372.69803921569,1,1.9
"Queen",411,2.428134794,6280.4,0,1.95
"Nadel",418,2.424881637,6276.58039215686,4,1.75
"Lacht",394,2.424881637,6348.22352941176,16,1
"Brand",391,2.424881637,6277.54901960784,0,1.85
"Stamm",460,2.421603927,6247.09019607843,1,1.75
"Lässt",394,2.421603927,6345.90588235294,3,1.85
"Korea",347,2.419955748,6330.70588235294,0,1.95
"Krach",383,2.418301291,6319.45098039216,2,1.85
"Gibst",430,2.418301291,6325.25098039216,2,1.8
"Böses",343,2.418301291,6282.16862745098,4,1.75
"Münze",384,2.416640507,6288.53725490196,2,1.8
"Edgar",419,2.416640507,6245.33725490196,0,2.3
"Trost",426,2.414973348,6365.92156862745,5,1.7
"Tiefe",445,2.414973348,6348.81960784314,5,1.55
"Songs",386,2.414973348,6269.52941176471,1,1.85
"Route",346,2.414973348,6324.76862745098,2,1.7
"Roten",345,2.414973348,6314.4862745098,15,1.05
"Paula",390,2.414973348,6354.89803921569,1,1.85
"Gebet",383,2.413299764,6291.53725490196,3,1.6
"Bären",344,2.411619706,6292.4431372549,3,1.8
"Anton",392,2.409933123,6324.09803921569,0,1.95
"Villa",500,2.40654018,6410.30196078431,1,1.95
"Zeigt",433,2.404833717,6326.94117647059,7,1.4
"Freak",403,2.404833717,6336.16470588235,0,1.95
"Zuvor",408,2.403120521,6385.44705882353,1,2.15
"Pfeil",481,2.403120521,6376.71764705882,0,1.85
"Unten",362,2.401400541,6328.20784313725,4,1.8
"Steak",402,2.401400541,6302.50980392157,0,1.95
"Level",443,2.401400541,6388.72156862745,0,1.95
"Folgt",445,2.401400541,6330.67450980392,2,1.8
"Wovor",418,2.397940009,6359.4431372549,2,2.05
"Leine",382,2.397940009,6367.87843137255,23,1
"Papst",397,2.396199347,6302.16470588235,1,1.95
"Stört",414,2.389166084,6345.6431372549,4,1.6
"Noten",356,2.389166084,6304.92941176471,12,1.35
"Witwe",440,2.387389826,6333.72549019608,1,1.85
"Kasse",330,2.387389826,6312.49019607843,15,1.05
"Tafel",460,2.385606274,6342.46274509804,1,1.9
"Lunge",406,2.385606274,6304.39215686274,6,1.55
"Summe",425,2.383815366,6239.59607843137,5,1.55
"Treue",402,2.382017043,6350.98431372549,5,1.6
"Rette",348,2.382017043,6329.12941176471,16,1.05
"Neffe",405,2.382017043,6290.3568627451,0,1.95
"Karre",354,2.380211242,6351.83921568627,4,1.65
"Motiv",455,2.376576957,6358.52941176471,0,2.15
"Zwerg",468,2.374748346,6291.1137254902,1,1.9
"Welle",438,2.374748346,6349.39607843137,16,1.15
"Total",451,2.374748346,6360.10980392157,1,1.9
"Halle",401,2.374748346,6336.5137254902,16,1.05
"Süßes",392,2.371067862,6263.94117647059,4,1.75
"Ozean",376,2.371067862,6327.48235294118,0,2.2
"Linus",403,2.371067862,6380.69019607843,5,1.75
"Allah",482,2.369215857,6332.10588235294,0,1.9
"Biest",381,2.367355921,6339.10196078431,7,1.5
"Stahl",437,2.365487985,6322.31764705882,3,1.75
"Oskar",424,2.365487985,6321.78431372549,1,2.35
"Radar",374,2.361727836,6287.63921568627,1,1.9
"Krone",361,2.361727836,6328.6431372549,3,1.8
"Alpha",476,2.361727836,6267.56862745098,1,2.75
"Loser",387,2.359835482,6372.34117647059,6,1.65
"Isaac",388,2.359835482,6378.43529411765,1,2.7
"Darin",384,2.359835482,6356.65882352941,5,1.55
"Peggy",504,2.357934847,6224.76078431373,0,2.85
"Klang",443,2.357934847,6281.70588235294,2,1.75
"Eisen",361,2.352182518,6329.82352941176,6,1.55
"Adams",442,2.352182518,6241.34509803922,0,2.05
"Torte",402,2.350248018,6361.42352941176,4,1.55
"Sagst",395,2.350248018,6284.26666666667,11,1.35
"Orten",400,2.348304863,6350.78039215686,7,1.6
"Läuft",427,2.348304863,6346.32941176471,6,1.55
"Album",500,2.348304863,6272.80784313726,0,2.5
"Grüße",431,2.344392274,6282.34117647059,5,1.65
"Wärme",418,2.342422681,6270.49803921569,4,1.65
"Abzug",454,2.342422681,6262.05882352941,1,2.2
"Tumor",453,2.340444115,6315.91764705882,2,2
"Jacks",408,2.338456494,6348.11764705882,2,1.85
"Singt",431,2.336459734,6306.92156862745,8,1.5
"Meile",436,2.336459734,6337.21568627451,19,1
"Eiern",384,2.336459734,6349.49803921569,1,1.75
"Joker",426,2.334453751,6356.15294117647,1,1.85
"Mütze",397,2.33243846,6306.21960784314,2,1.85
"Codes",388,2.330413773,6308.78431372549,2,1.85
"Wären",378,2.328379603,6306.63529411765,5,1.6
"Kälte",394,2.328379603,6322.4431372549,3,1.8
"Möbel",464,2.326335861,6262.05098039216,1,1.9
"Knall",447,2.324282455,6347.05490196078,1,1.85
"Zehen",357,2.322219295,6299.82745098039,8,1.35
"Käfer",394,2.322219295,6309.2431372549,0,1.85
"Delta",399,2.322219295,6343.71764705882,1,1.9
"Achte",395,2.322219295,6316.78039215686,4,1.5
"Oscar",396,2.320146286,6356.21176470588,1,2.7
"Kürze",360,2.320146286,6332.8431372549,6,1.55
"Fühlt",433,2.320146286,6336.19607843137,8,1.5
"Tango",423,2.315970345,6277.07843137255,1,1.85
"Rasen",329,2.311753861,6300.32549019608,11,1.3
"Löwen",420,2.311753861,6307.09019607843,4,1.75
"Kenne",326,2.311753861,6299.46274509804,11,1.35
"Alibi",509,2.311753861,6361.03137254902,0,2.7
"Liter",425,2.305351369,6409.73333333333,2,1.8
"Willy",555,2.303196057,6364.90980392157,4,1.7
"Statt",393,2.303196057,6353.78039215686,4,1.7
"Ruder",380,2.303196057,6295.76470588235,3,1.65
"Jacob",404,2.303196057,6337.05490196078,1,2.5
"Apfel",501,2.303196057,6291.38039215686,1,1.9
"Thron",419,2.298853076,6320.94117647059,0,1.9
"Seife",392,2.298853076,6336.86666666667,8,1.5
"Blöde",417,2.298853076,6261.5137254902,2,1.7
"Moore",394,2.29666519,6315.4862745098,1,1.85
"Dumme",431,2.29666519,6238.19607843137,5,1.55
"Boxer",360,2.29666519,6326.62352941177,1,1.85
"Hobby",442,2.294466226,6221.33333333333,1,2.3
"Kater",358,2.290034611,6343.38039215686,5,1.55
"Knien",367,2.28780173,6328.67843137255,3,1.8
"Väter",410,2.285557309,6355.9137254902,2,1.85
"Altar",451,2.283301229,6372.02745098039,1,1.9
"Sofia",408,2.278753601,6340,0,2.35
"Orden",416,2.278753601,6300.6431372549,4,1.65
"Josef",424,2.278753601,6357.42745098039,0,1.95
"Weste",370,2.276461804,6324.07843137255,14,1.2
"Rente",336,2.276461804,6311.44705882353,4,1.7
"Neuen",340,2.276461804,6294.49019607843,5,1.65
"Liegt",461,2.276461804,6342.97647058824,11,1.3
"Fangt",393,2.276461804,6302.99607843137,7,1.6
"Bogen",373,2.274157849,6248.16078431373,12,1.25
"Ziege",423,2.271841607,6311.22745098039,12,1.3
"Neuer",357,2.264817823,6320.63137254902,10,1.4
"Huren",340,2.264817823,6321.40784313725,8,1.55
"Wärst",398,2.26245109,6328.81568627451,5,1.7
"Wrack",425,2.260071388,6322.87450980392,1,1.9
"Speer",400,2.260071388,6288.94509803922,1,1.85
"Seoul",404,2.260071388,6340.66274509804,0,2.55
"Satan",346,2.260071388,6320.47843137255,1,1.9
"Maler",425,2.260071388,6332.26666666667,4,1.6
"Infos",424,2.260071388,6365.83921568627,0,2.55
"Elend",419,2.260071388,6284.45098039216,1,1.85
"Droge",412,2.252853031,6289.77254901961,1,1.85
"Wolke",432,2.250420002,6309.82745098039,3,1.8
"Motto",410,2.250420002,6322.74117647059,2,1.9
"Guckt",414,2.250420002,6324.03921568627,8,1.4
"Denen",336,2.250420002,6301.20784313725,9,1.3
"Stars",381,2.247973266,6351.02352941176,7,1.55
"Doris",390,2.247973266,6366.07058823529,4,1.8
"Volle",460,2.245512668,6384.03137254902,13,1.1
"Suite",378,2.245512668,6359.78823529412,2,1.85
"Ferne",342,2.245512668,6353.94509803922,9,1.35
"Pille",461,2.243038049,6398.37647058823,7,1.6
"Weine",379,2.238046103,6331.1137254902,25,1
"Speck",425,2.235528447,6259.5137254902,0,2
"Kerze",338,2.235528447,6344.06666666667,5,1.7
"Datei",384,2.235528447,6350.16862745098,2,1.9
"Dosis",383,2.23299611,6346.39607843137,1,1.95
"Jakob",431,2.230448921,6302.62745098039,1,2.7
"Honig",411,2.230448921,6278.59215686275,0,2.1
"Tinte",419,2.227886705,6361.45882352941,2,1.9
"Schoß",411,2.227886705,6265.49019607843,2,1.85
"Samen",375,2.227886705,6266.56470588235,8,1.5
"Nagel",435,2.227886705,6268.41960784314,5,1.6
"Geier",396,2.227886705,6358.65882352941,4,1.55
"Felix",432,2.227886705,6393.45882352941,0,2.2
"Orbit",457,2.225309282,6352.51764705882,0,2.25
"Hauen",319,2.225309282,6297.32941176471,17,1
"Greif",460,2.225309282,6359.76470588235,2,1.7
"Geste",366,2.225309282,6325.48235294118,9,1.4
"Adler",454,2.225309282,6321.79607843137,3,1.65
"Klein",425,2.222716471,6353.41176470588,3,1.75
"Duell",456,2.222716471,6358.98823529412,1,1.8
"Äpfel",520,2.222716471,6271.84705882353,1,2.3
"Viper",464,2.220108088,6347.07843137255,0,1.95
"Neben",358,2.220108088,6256.72941176471,14,1.25
"Länge",408,2.220108088,6276.6431372549,5,1.6
"Fällt",450,2.220108088,6373.54901960784,4,1.7
"Hasen",322,2.217483944,6293.5137254902,16,1.05
"Ärmel",509,2.217483944,6298.58039215686,0,2.05
"Kamin",410,2.214843848,6292.63529411765,2,1.8
"Hüfte",386,2.214843848,6296.4862745098,5,1.65
"Gefäß",450,2.214843848,6251.06274509804,2,2.5
"Gasse",351,2.214843848,6314.36078431373,15,1.05
"Logik",482,2.212187604,6310.45882352941,1,2.25
"Klage",425,2.212187604,6283.67450980392,6,1.6
"Boris",374,2.212187604,6350.6,1,1.95
"Laufe",391,2.209515015,6350.14509803922,12,1.3
"Wanne",348,2.206825876,6300.02352941176,10,1.4
"Quere",424,2.206825876,6306.54117647059,0,1.95
"Check",427,2.206825876,6307.61176470588,0,2.1
"Nägel",448,2.204119983,6248.89019607843,1,1.9
"Dolch",411,2.204119983,6322.73333333333,2,1.75
"Gramm",480,2.201397124,6254.27450980392,1,1.95
"Fritz",411,2.198657087,6417.33725490196,0,2
"Fahne",341,2.198657087,6307.06666666667,6,1.6
"Notiz",394,2.195899652,6352.60784313726,0,2.35
"Nonne",340,2.195899652,6287.24705882353,5,1.7
"Busch",359,2.195899652,6294.27058823529,4,1.65
"Baron",340,2.195899652,6315.01176470588,0,1.85
"Nazis",368,2.193124598,6338.44705882353,0,2.2
"Boxen",343,2.193124598,6300.48235294118,5,1.7
"Laute",369,2.190331698,6364.75294117647,16,1
"Heben",340,2.190331698,6259.47450980392,18,1
"Sturz",388,2.187520721,6371.23921568627,2,1.85
"Nennt",356,2.187520721,6299.92156862745,6,1.65
"Räume",379,2.184691431,6248.47450980392,4,1.75
"Leere",374,2.184691431,6364.80392156863,6,1.45
"Irrer",431,2.184691431,6431.68235294118,5,1.7
"Faden",358,2.184691431,6295.4431372549,9,1.35
"Cents",374,2.184691431,6353.9137254902,1,1.9
"Reine",350,2.181843588,6324.94901960784,26,1
"Hexen",334,2.181843588,6298.65882352941,5,1.65
"Glanz",415,2.181843588,6342.65490196078,0,1.95
"Busen",335,2.181843588,6300.51764705882,7,1.4
"Boote",344,2.181843588,6311.46666666667,4,1.6
"Werft",423,2.178976947,6344.85882352941,4,1.75
"Sätze",350,2.178976947,6319.31764705882,2,1.85
"Ringe",403,2.178976947,6282.36470588235,12,1.25
"Hängt",392,2.178976947,6242.61568627451,4,1.75
"Draht",399,2.178976947,6322.32549019608,2,1.9
"Birne",367,2.178976947,6341.09411764706,4,1.75
"Ampel",510,2.178976947,6252.83921568627,1,1.9
"Lokal",456,2.176091259,6346.6862745098,4,1.7
"Läden",397,2.176091259,6284.80392156863,4,1.8
"Cathy",456,2.176091259,6314.97647058824,0,2.8
"Bucht",368,2.176091259,6305.4862745098,7,1.5
"Armut",458,2.176091259,6319.37647058823,1,1.95
"Zwölf",504,2.173186268,6316.89411764706,1,2.8
"Luxus",390,2.173186268,6371.49411764706,0,2.6
"Poker",395,2.170261715,6331,2,1.8
"Stall",467,2.167317335,6367.88235294118,3,1.8
"Polen",389,2.167317335,6347.46666666667,5,1.6
"Hörer",369,2.167317335,6322.73333333333,2,1.7
"Eliza",406,2.167317335,6366.64705882353,0,2.5
"Dampf",469,2.167317335,6226.46666666667,1,1.9
"Bonus",335,2.167317335,6303.5568627451,0,1.95
"Halts",378,2.808210973,6333.96078431373,6,1.55
"Blase",373,2.161368002,6317.03137254902,5,1.6
"Sumpf",474,2.158362492,6236.0862745098,2,1.85
"Knabe",356,2.158362492,6272.07843137255,0,1.95
"Herde",354,2.158362492,6280.63921568627,7,1.4
"Echte",353,2.158362492,6305.57647058824,3,1.65
"Masse",368,2.155336037,6294.32549019608,16,1.15
"Anita",418,2.155336037,6352.33725490196,0,2.65
"Kurve",380,2.152288344,6361.21176470588,4,1.7
"First",403,2.152288344,6405.34117647059,4,1.8
"Dauer",355,2.152288344,6337.72549019608,10,1.4
"Uhren",380,2.149219113,6315.83529411765,6,1.65
"Taube",389,2.149219113,6297.45882352941,7,1.35
"Schaf",401,2.149219113,6299.52941176471,5,1.45
"Franz",370,2.149219113,6370.53333333333,3,1.85
"Adria",441,2.149219113,6328.34117647059,0,2.45
"Sonde",360,2.146128036,6273.19215686274,5,1.65
"Flöte",416,2.146128036,6353.71764705882,2,1.85
"Wehen",369,2.1430148,6279.09803921569,10,1.3
"Säcke",374,2.1430148,6281.85098039216,1,1.9
"Rohre",361,2.1430148,6302.1137254902,3,1.7
"Clubs",438,2.1430148,6341.8,1,1.9
"Bluse",376,2.1430148,6325.25098039216,3,1.8
"Hebel",395,2.139879086,6284.20784313725,5,1.6
"Fähre",371,2.139879086,6313.67843137255,6,1.6
"Sushi",405,2.136720567,6325.77254901961,0,2.5
"Redet",366,2.136720567,6278.99215686275,3,1.7
"Pedro",394,2.136720567,6316.41960784314,0,2.5
"Fragt",424,2.136720567,6329.13725490196,4,1.6
"Sitzt",399,2.133538908,6383.68235294118,4,1.7
"Sahne",340,2.133538908,6281.87058823529,6,1.65
"Pilze",415,2.133538908,6392.10588235294,2,1.8
"Beten",333,2.133538908,6303.41960784314,8,1.25
"Meint",415,2.127104798,6328.19607843137,6,1.5
"Lehre",386,2.127104798,6342.00392156863,10,1.3
"Näher",380,2.123851641,6270.08235294118,6,1.5
"Monte",384,2.123851641,6302.01960784314,2,1.8
"Hoffe",394,2.123851641,6296.14117647059,2,1.75
"Tabak",431,2.120573931,6269.39607843137,0,2.55
"Köter",380,2.120573931,6326.78431372549,3,1.8
"Jeans",376,2.120573931,6351.40784313725,0,1.85
"Lasse",358,2.117271296,6349.72156862745,17,1
"Blaue",376,2.117271296,6320.84705882353,6,1.35
"Union",387,2.113943352,6344.74901960784,0,2.25
"Mikro",463,2.113943352,6321.81960784314,1,2.7
"Leder",403,2.11058971,6330.38039215686,12,1.2
"Plans",400,2.10720997,6349.01960784314,2,1.7
"Hupen",367,2.10720997,6255.46274509804,3,1.8
"Fotze",347,2.103803721,6366.98823529412,5,1.7
"Stier",405,2.100370545,6375.64705882353,4,1.75
"Flieg",465,2.100370545,6341.13725490196,2,1.8
"Bruno",362,2.100370545,6323.23137254902,0,1.95
"Böser",363,2.100370545,6301.8431372549,4,1.7
"Truhe",414,2.096910013,6328.18431372549,0,1.9
"Pirat",406,2.096910013,6392.82745098039,0,2
"Gange",388,2.096910013,6260.81176470588,11,1.3
"Fäden",372,2.096910013,6275.9137254902,2,1.85
"Römer",409,2.093421685,6267.26666666667,0,1.9
"Lande",378,2.093421685,6304.33333333333,9,1.3
"Jubel",456,2.089905111,6350.41568627451,2,1.8
"Grube",398,2.089905111,6308.30980392157,2,1.8
"Fuchs",365,2.089905111,6336.33725490196,9,1.5
"Davor",391,2.089905111,6357.77647058824,2,1.9
"Wurst",396,2.086359831,6356.56470588235,6,1.65
"Wange",392,2.086359831,6259.40784313725,11,1.35
"Leise",383,2.086359831,6374.34509803922,12,1.2
"Packt",392,2.08278537,6334.18039215686,12,1.3
"Messe",370,2.08278537,6294.23137254902,5,1.6
"Irren",414,2.08278537,6405.54117647059,5,1.65
"Gatte",371,2.08278537,6336.79215686275,8,1.45
"Bruch",376,2.08278537,6313.94509803922,3,1.65
"Biene",358,2.08278537,6316.92156862745,7,1.6
"Adieu",427,2.08278537,6312.38823529412,1,2.3
"Triff",514,2.079181246,6374.09803921569,4,1.75
"Power",406,2.079181246,6335.77254901961,1,1.95
"Offen",442,2.079181246,6313.10588235294,3,1.75
"Räder",382,2.075546961,6268.01568627451,2,1.8
"Hülle",425,2.075546961,6325.19607843137,8,1.55
"Endes",353,2.075546961,6266.18431372549,5,1.7
"Dosen",349,2.075546961,6310.7137254902,9,1.5
"Boten",340,2.075546961,6306.45882352941,15,1.1
"Armes",432,2.075546961,6299.84705882353,5,1.65
"Wilde",457,2.071882007,6321.42352941176,10,1.3
"Jaffa",446,2.071882007,6351.18431372549,0,2.2
"Hauch",344,2.071882007,6291.08235294118,4,1.65
"Tipps",492,2.068185862,6268.66666666667,4,1.7
"Regal",431,2.068185862,6277.97647058824,3,1.7
"Paare",351,2.068185862,6347.99215686275,2,1.75
"Comic",445,2.068185862,6344.40392156863,0,2.65
"Belle",405,2.068185862,6335.20392156863,15,1.2
"Pablo",414,2.064457989,6320.08235294118,0,2.55
"Gabel",425,2.064457989,6298.68235294118,5,1.6
"Eures",337,2.064457989,6335.06274509804,7,1.6
"Niere",390,2.06069784,6341.53333333333,5,1.7
"Melde",433,2.06069784,6273.57647058824,6,1.55
"Hilft",455,2.06069784,6359.69019607843,3,1.75
"Lobby",482,2.056904851,6271.07450980392,1,2.25
"Führt",404,2.056904851,6337.60392156863,7,1.55
"Blind",445,2.056904851,6305.26274509804,2,1.75
"Anker",420,2.056904851,6311.6431372549,1,1.85
"Zitat",408,2.049218023,6385.33333333333,1,1.9
"Reste",341,2.049218023,6317.9137254902,15,1.1
"Linke",422,2.049218023,6348.03529411765,10,1.3
"Dicke",406,2.049218023,6329.10196078431,13,1.15
"Besen",326,2.049218023,6292.20392156863,8,1.55
"Scham",410,2.045322979,6260.31764705882,5,1.7
"Rande",346,2.045322979,6261.40392156863,8,1.5
"Pulli",481,2.045322979,6406.69019607843,1,2.15
"Asien",400,2.045322979,6341.02745098039,2,1.8
"Zeugs",393,2.041392685,6294.82352941176,3,1.7
"Teich",424,2.041392685,6339.49803921569,6,1.5
"Seide",382,2.041392685,6301.33725490196,15,1.1
"Salon",381,2.041392685,6330.47450980392,1,1.9
"Neger",400,2.041392685,6269.73333333333,6,1.6
"Kakao",366,2.041392685,6286.78431372549,0,2.45
"Carlo",421,2.041392685,6385.74117647059,0,2.25
"Wobei",420,2.037426498,6306.67450980392,1,1.95
"Segel",431,2.037426498,6286.72549019608,5,1.55
"Blüte",400,2.037426498,6316.92941176471,2,1.8
"Lords",408,2.033423755,6337.91764705882,2,1.85
"Hoden",354,2.033423755,6257.53725490196,6,1.6
"Ecken",359,2.033423755,6290.85098039216,0,1.95
"Adele",438,2.033423755,6297.62352941177,3,1.75
"Winde",414,2.029383778,6296.69019607843,13,1.15
"Toter",409,2.029383778,6361.42352941176,7,1.6
"Gebot",392,2.029383778,6294.57647058824,2,1.8
"Fehlt",411,2.029383778,6347.41960784314,3,1.7
"Adern",421,2.029383778,6297.06274509804,2,1.75
"Lücke",411,2.025305865,6324.14901960784,10,1.45
"Jagen",414,2.025305865,6304.32549019608,15,1.2
"Börse",351,2.025305865,6301.8431372549,0,1.9
"Unfug",446,2.021189299,6281.29803921569,0,2.5
"Plage",435,2.021189299,6303.90588235294,5,1.7
"Nutze",354,2.021189299,6328.66666666667,6,1.55
"Lesbe",379,2.021189299,6315.68235294118,1,1.8
"Wohnt",395,2.017033339,6297.85098039216,4,1.7
"Wahre",380,2.017033339,6305.33333333333,6,1.45
"Umzug",456,2.017033339,6260.54901960784,0,2.55
"Seile",400,2.017033339,6358.52549019608,24,1
"Russe",337,2.017033339,6315.01176470588,3,1.8
"Perle",393,2.017033339,6370.56862745098,3,1.75
"Niete",387,2.017033339,6333.07450980392,7,1.55
"Luder",412,2.017033339,6338.69411764706,6,1.65
"Laser",378,2.017033339,6369.39607843137,7,1.5
"Fötus",373,2.017033339,6343.76470588235,0,2.65
"Dreht",402,2.017033339,6322.23137254902,5,1.6
"Troja",486,2.012837225,6356.7568627451,0,2.4
"Sauna",337,2.012837225,6313.07843137255,1,1.9
"Papas",378,2.012837225,6286.54509803922,0,1.95
"Lerne",367,2.012837225,6362.83529411765,9,1.45
"Kurze",347,2.012837225,6352.38039215686,7,1.35
"Trage",440,2.008600172,6300.18039215686,9,1.45
"Solch",406,2.008600172,6324.13333333333,2,1.85
"Komma",431,2.008600172,6231.27058823529,2,1.8
"Erben",368,2.008600172,6290.83529411765,5,1.6
"Bange",358,2.008600172,6245.21568627451,11,1.3
"Drang",422,2.004321374,6284.85882352941,1,1.85
"Texte",397,2,6343.94901960784,1,1.75
"Spind",450,2,6257.59607843137,0,1.9
"Porno",369,2,6351.9137254902,1,1.9
"Büros",361,2,6310.16078431373,0,1.95
"Raten",336,1.995635195,6311.54117647059,16,1.05
"Klima",462,1.995635195,6317.36862745098,0,2
"Dolly",507,1.995635195,6340.01176470588,0,1.95
"Omega",466,1.991226076,6232.26666666667,0,2.8
"Obhut",429,1.991226076,6284.6431372549,0,2.8
"Schal",414,1.986771734,6321.18823529412,6,1.4
"Rumpf",469,1.986771734,6227.2431372549,3,1.85
"Haupt",377,1.986771734,6273.23921568627,1,1.85
"Frost",387,1.986771734,6379.16470588235,6,1.65
"Beule",364,1.986771734,6320.75294117647,7,1.6
"Meyer",450,1.982271233,6295.70588235294,2,1.8
"Liest",418,1.982271233,6390.05882352941,8,1.3
"Andre",412,1.982271233,6297.06274509804,1,1.75
"Pisse",379,1.977723605,6361.8431372549,11,1.35
"Knete",352,1.977723605,6317.14509803922,2,1.8
"Jedem",449,1.977723605,6276.25490196078,4,1.75
"Gehör",403,1.977723605,6290.14117647059,0,1.8
"Zwang",449,1.973127854,6265.06666666667,2,1.85
"üblen",443,1.973127854,6323.43921568627,5,1.65
"Tibet",442,1.973127854,6333.98039215686,0,2
"Nimmt",482,1.973127854,6257.81176470588,2,1.8
"Laken",387,1.973127854,6318.9137254902,8,1.6
"Extra",382,1.973127854,6347.79607843137,1,2.55
"Sprit",441,1.968482949,6333.87450980392,0,1.95
"Photo",396,1.968482949,6322.62352941177,0,2.2
"Krank",401,1.968482949,6305.85490196078,6,1.6
"Johns",397,1.968482949,6331.55294117647,3,1.8
"Fasst",355,1.968482949,6356.54509803922,9,1.45
"Zeige",410,1.963787827,6311.22745098039,13,1.1
"Tonne",375,1.963787827,6317.6,5,1.65
"Mamas",413,1.963787827,6251.81568627451,2,1.75
"Karin",377,1.963787827,6354.9137254902,4,1.75
"Holst",389,1.963787827,6336.90588235294,2,1.8
"Chefs",426,1.963787827,6318.47450980392,0,2.35
"übler",461,1.959041392,6349.58039215686,4,1.65
"Titan",426,1.959041392,6361.55294117647,0,1.95
"Spieß",455,1.959041392,6258.10980392157,2,1.75
"Rennt",345,1.959041392,6309.47843137255,6,1.65
"Küsse",354,1.959041392,6301.17254901961,5,1.6
"Kappe",402,1.959041392,6219.94901960784,6,1.55
"Inder",428,1.959041392,6346.94509803922,3,1.8
"Gaben",370,1.959041392,6273.94901960784,11,1.3
"Minen",404,1.954242509,6310.5137254902,4,1.65
"Einst",376,1.954242509,6345.53725490196,2,1.85
"Wiege",435,1.949390007,6290.49803921569,11,1.3
"Venus",377,1.949390007,6346.30588235294,1,1.95
"Lachs",379,1.949390007,6337.00784313725,10,1.35
"Enten",341,1.949390007,6309.85490196078,4,1.65
"Ahnen",387,1.949390007,6282.54509803922,4,1.7
"Trupp",490,1.944482672,6267.43921568627,0,2.2
"Merkt",430,1.944482672,6305.27843137255,4,1.6
"Groll",492,1.944482672,6378.01176470588,3,1.75
"Freud",408,1.944482672,6329.80392156863,3,1.75
"Süßen",395,1.939519253,6257.47450980392,9,1.5
"Lotto",401,1.939519253,6378.13725490196,2,1.9
"Latte",378,1.939519253,6372.15294117647,12,1.35
"Kippe",442,1.939519253,6249.07058823529,11,1.15
"Islam",482,1.939519253,6348.41568627451,0,2.7
"Grill",514,1.939519253,6404.18823529412,3,1.7
"Zicke",411,1.934498451,6348.55294117647,10,1.45
"Mühle",445,1.934498451,6273.97647058824,5,1.65
"Judas",409,1.934498451,6327.26666666667,0,1.95
"Feste",348,1.934498451,6351.95294117647,10,1.3
"Weist",402,1.929418926,6353.29411764706,11,1.2
"Sitte",391,1.929418926,6367.18823529412,6,1.65
"Misch",434,1.929418926,6310.73333333333,7,1.5
"Kodex",385,1.929418926,6281.75294117647,1,1.95
"Höher",371,1.929418926,6275.76078431373,4,1.7
"Geige",418,1.929418926,6291.90196078431,9,1.45
"Gangs",396,1.929418926,6265.30980392157,7,1.45
"Busse",332,1.929418926,6306.98431372549,3,1.75
"Lippe",470,1.924279286,6286.30196078431,7,1.6
"Gummi",493,1.924279286,6267.53725490196,0,2.15
"Brise",374,1.924279286,6347.56078431373,2,1.8
"Somit",432,1.919078092,6316.40784313725,3,1.85
"Liebt",437,1.919078092,6356.1137254902,7,1.45
"Gosse",360,1.919078092,6317.30588235294,3,1.75
"Dekan",373,1.919078092,6283.42745098039,0,1.9
"Deals",387,1.919078092,6332.50196078431,1,1.85
"Beben",342,1.919078092,6258.25882352941,15,1.1
"Zwing",476,1.913813852,6294.18823529412,3,1.75
"Wende",376,1.913813852,6267.47450980392,9,1.35
"Bosse",330,1.913813852,6301.70980392157,5,1.6
"Bryan",418,1.908485019,6298.27058823529,0,2.05
"Sauce",328,1.903089987,6329.53725490196,2,1.8
"Ruhen",349,1.903089987,6281.24705882353,8,1.55
"Röhre",374,1.903089987,6282.57254901961,3,1.8
"Quote",425,1.903089987,6301.12156862745,0,1.95
"Pumpe",429,1.903089987,6252.06666666667,4,1.7
"Kauft",386,1.903089987,6328.62745098039,12,1.2
"Kamel",428,1.903089987,6288.15294117647,2,1.8
"Dahin",386,1.903089987,6309.6862745098,2,1.9
"Zelte",395,1.897627091,6363.07450980392,2,1.75
"Wales",392,1.897627091,6331.22352941176,3,1.75
"Tüten",406,1.897627091,6321.01960784314,10,1.45
"Lebst",399,1.897627091,6331.39607843137,8,1.45
"Heiße",384,1.897627091,6284.22745098039,14,1.1
